"sectionID","sectionName","sectionWorkingName","sectionImage","topSection","sectionOrder","rootSection","sectionDisabled","sectionURL","sectionDescription"
866,"Hoses","Grex Hoses","prodimages/logogrexhoses.png",864,2,1,0,"",""
867,"Connects & Adapters","Grex Adapters","prodimages/logogrexfittings.png",864,3,1,0,"",""
868,"Holders & Accessories","Grex Holders","prodimages/logogrexholders.png",864,4,1,0,"",""
763,"S/B Bronzers","S/B Bronzers","images/SBbronzer.png",152,708,1,127,"",""
793,"European Body Art","EBA - Makeup Section","http://www.coastairbrush.com/images/logoeba.png",607,6,1,0,"http://www.coastairbrush.com/categories.asp?cat=706",""
794,"Badger DVD's","Badger DVD's","http://www.coastairbrush.com/images/logobadgerW.png",14,737,1,127,"",""
447,"Spray Gun Regulators","Spray Gun Regulators","prodimages/logoSGregulators.png",12,13,1,0,"",""
448,"Spray Gun Holders","Spray Gun Holders","prodimages/logoSGholders.png",12,14,0,0,"",""
449,"Anest Iwata Cups & Lids","Spray Gun Cups & Lids (iwata)","prodimages/logoSGCups.png",12,15,1,0,"",""
466,"LPH80 Parts","LPH80 Parts","prodimages/iwatamedealogo.gif",465,421,1,0,"http://www.coastairbrush.com/partsspraygun/lph80parts.asp",""
467,"LPH50 Parts","LPH50 Parts","prodimages/iwatamedealogo.gif",465,422,1,0,"http://www.coastairbrush.com/partsspraygun/lph50parts.asp",""
468,"LPH300 Parts","LPH300 Parts","prodimages/iwatamedealogo.gif",465,423,1,0,"http://www.coastairbrush.com/partsspraygun/lph300parts.asp",""
469,"LPH400/LV/LVB/LVX Parts","LPH400/LV/LVB/LVX Parts","prodimages/iwatamedealogo.gif",465,424,1,0,"http://www.coastairbrush.com/partsspraygun/lph400parts.asp",""
470,"LPH100/101 Parts","LPH100/101 Parts","prodimages/iwatamedealogo.gif",465,425,1,0,"http://www.coastairbrush.com/partsspraygun/lph100parts.asp",""
471,"LPH440 Primer Gun Parts","LPH440 Parts","prodimages/iwatamedealogo.gif",465,426,1,0,"http://www.coastairbrush.com/partsspraygun/lph440parts.asp",""
472,"RG3 Parts","RG3 Parts","prodimages/iwatamedealogo.gif",465,427,1,0,"http://www.coastairbrush.com/partsspraygun/rg3parts.asp",""
473,"W101/100 Parts","W101/100 Parts","prodimages/iwatamedealogo.gif",465,428,1,0,"http://www.coastairbrush.com/partsspraygun/w101-w100parts.asp",""
474,"W400/400LV Parts","W400/400LV Parts","prodimages/iwatamedealogo.gif",465,429,1,0,"http://www.coastairbrush.com/partsspraygun/w400-400lvparts.asp",""
475,"Air Essentials by Mike Learn","Mike Laarn Stencils","http://www.coastairbrush.com/prodimages/logomikelearn.png",19,11,1,0,"",""
456,"Vinyl Plotters & Software","Plotters & Software","",0,412,0,0,"","Roland Vinyl Plotters<br>Stencil Software"
457,"Plotters","Plotters","prodimages/roland.gif",456,413,1,0,"",""
458,"Plotter Software & Clipart","Plotter software","prodimages/rcbm01sm.gif",456,414,1,0,"",""
874,"The Big Shield Special Edition","The Big Shield Special Edition","prodimages/fh7blmlogo.png",731,3,1,0,"http://www.coastairbrush.com/proddetail.asp?prod=FH-7BLM",""
875,"Wizard Instructional DVD's","Wizard Instructional DVD's","prodimages/logowizard.png",14,801,1,0,"",""
876,"Face Off Edition","EBA Face Off","prodimages/ebafaceofflink.png",706,802,1,0,"",""
877,"LOW VOC Lettering Enamels","LOW VOC Lettering Enamels","prodimages/lowvocbutton1.png",156,1,1,127,"","Low VOC oil based, high gloss enamels for interior or exterior use on metal, glass, wood, enamel receptive banners and vinyl, vehicle lettering, pinstriping and graphics.<br><br>
BENEFITS <br>
• UV Resistant • Single stroke coverage • Outstanding hiding, durability, and fade resistance • Superior flow characteristics assure the virtual absence of brush marks and provide a clean, sharp edge • Excellent weathering properties • Vibrant colors can be intermixed • Intended for sign writing on storefronts, vehicles, or wherever fine lettering is desired. • Dried to touch in 1-2 hours"
880,"Grex Hoses","Grex Hoses","prodimages/logogrex2.png",25,805,1,0,"http://www.coastairbrush.com/products.asp?cat=866",""
379,"PPS Accessory Items","PPS Accessories","prodimages/3maccessoriesLink.png",490,344,1,0,"","Mixing Ratio Inserts<br>Cartridge Strainer</br>"
380,"Aerosol Clear Coats & Other Solvents","Solvents","prodimages/thmb_aerosols.png",20,7,1,0,"","Spray Maxx<br>
Five Star<br>
Krylon<br>"
381,"Karajen Corp.","Karajen","http://www.coastairbrush.com/prodimages/42002.gif",448,346,1,0,"","Spray Gun Boxes and Holders"
382,"Tom Kelly Striper Brushes","Kelly Mack","prodimages/kellymacksm.gif",200,347,1,0,"","""For all the new stripers coming into the business, don't be afraid to use a larger brush, you can do anything the smaller brush can do, but the larger brush will go further on a single load of paint."" Tom Kelly"
383,"Apparel","Apparel","",0,348,0,0,"","Coast Kustom Klothing<br>Lucky 13 Brand<br>House Of Kolor<br>Killer Paint<br>Air Syndicate<br>Airbrush Action<br>Iwata/Medea/Artool</br>"
385,"Mens Apparel","Mens Apparel","prodimages/lucky13.gif",384,350,0,127,"",""
387,"Doug Dorr Shirts & Hats","Doug Dorr","prodimages/dorrhead.gif",384,351,0,127,"","Doug Dorr has become a well known artist throughout the kustom kulture world. His work can be found in Hot Rod and Kustom Kulture publications. Known also for his ""Kool Tools"", he has done three T-Shirt designs for Lucky 13's Fall '07 line."
420,"Kustom CM Parts","KCM Parts","prodimages/k9000sm.gif",255,378,1,0,"http://www.coastairbrush.com/partsairbrush/kustomcmparts.asp",""
594,"HOK Full Kits","HOK Full Kits","",44,33,1,127,"",""
595,"Paasche TALON","Paasche TALON","prodimages/TG-SETSMc.png",28,546,1,0,"",""
596,"Talon TG Parts","Talon TG Parts","prodimages/talontgpartsSM.png",236,547,1,0,"http://www.coastairbrush.com/partsairbrush/talonparts.asp",""
476,"Fitches","Fitches","",195,431,1,0,"","Purple Armadillo<br>Cornbread Casual<br>Series 4055<br>Series 4042<br>Series 4090<br>Series 4031<br>Series 4039</br>"
477,"Other Spray Gun Holders","Spray Gun Holders","http://www.coastairbrush.com/prodimages/gf100.gif",448,432,1,0,"",""
483,"DeKups by DeVilbiss","DeKups","prodimages/logodekups.png",408,2,0,0,"",""
485,"DeKups Cups / Lids","DeKups Cups","prodimages/dekupsgun.gif",483,440,1,0,"",""
486,"DeKups Adapters / Funnels / Plugs <br> Measuring Guides</br>","DeKups Adapters","prodimages/802202.gif",483,441,1,0,"",""
879,"Grex Parts","Grex Parts","prodimages/logogrex2.png",233,804,1,0,"http://www.coastairbrush.com/products.asp?cat=865",""
881,"Christmas Specials","Christmas Specials","prodimages/XmasSALE_girlsm.png",0,806,1,127,"",""
882,"Clear Coat & Primer","Clear Coat & Primer (HOK Aerosols)","prodimages/logospraymaxwht.png",819,10,1,0,"",""
883,"ProAiir Body Paints","ProAiir Body Paints","prodimages/proairlogo200.png",11,37,0,0,"",""
492,"Dagr by DeVilbiss Airbrush","Dagr Airbrush","images/logodevilbissW.png",10,11,1,0,"","
"
493,"Saral Transfer Paper","Saral Transfer Paper","http://www.coastairbrush.com/prodimages/logosaral.png",21,18,1,0,"",""
494,"Mack-Norris Trickster","Mack Trickster","",200,449,1,0,"","The Trickster is a striper designed by Jim Norris"
495,"Starter Paint Sets","Temptu Starter Sets","prodimages/tempkits.jpg",153,450,1,127,"",""
496,"Coast Gift Card","Gift Card","",0,451,1,0,"http://coastairbrush.com/CoastGiftCard.html",""
497,"DeKups Cleaning Bottle & Brush / Filters / Storage Case","DeKups Cleaning","prodimages/bxx-1279.gif",483,452,1,0,"",""
498,"DeKups Kits","DeKups Kits","prodimages/dekupkit9.gif",483,453,1,0,"",""
499,"DeVilbiss","DeVilbiss Compressors","http://www.coastairbrush.com/images/logodevilbissW2.png",13,454,1,0,"",""
500,"Tamiya Modeling Brushes","Tamiya Modeling Brushes","http://www.coastairbrush.com/images/logotamiyaW.png",21,19,1,0,"",""
501,"Tamiya Brushes & Paint Accessories","Tamiya Modeling Brushes/Paint Accessories","prodimages/87071.gif",92,456,1,0,"",""
502,"Beugler Striping Tool","Beugler Tool","prodimages/beugp.gif",275,457,1,0,"",""
503,"Beugler Wheelheads","Beugler Wheelheads","prodimages/304.gif",275,458,1,0,"",""
504,"Beugler Accessories","Beugler Accessories","prodimages/beugdvd.gif",275,459,1,0,"","DVD's<br>Magnetic Guide Stripe<br>Kits<br>"
505,"Artograph Light Boxes","Light Boxes","prodimages/logoartographlight.png",15,460,1,0,"",""
507,"Stir & Mixing Sticks","Stir & Mixing Sticks","prodimages/stirstickssm.gif",241,462,1,0,"",""
508,"Dura Platinum Original Colors","Dura Platinum","prodimages/plat1.jpg",153,463,1,0,"","Introducing the Dura Platinum line: the top paint for all purpose body art use now lasts twice as long as the original, for a lifespan of four to ten days with proper care."
509,"House of Kolor Apparel","HOK Apparel","images/logohok.png",383,464,1,0,"",""
510,"Xtreme Flat Finish Klear","Xtreme","http://www.coastairbrush.com/prodimages/logoxtreme.png",11,45,1,0,"",""
512,"Flesh Tones by Deborah Mahan","Flesh Tones (HOK)","prodimages/fleshtone_logo.gif",44,32,1,0,"",""
513,"Gilding Brushs","Gilding Brushes","",195,468,1,0,"","Brushes for leafing"
805,"Tidwell Pinkies","Tidwell Pinkies","images/tidpinkieslogoSM.jpg",200,746,1,0,"",""
809,"Evolution Airbrush","Evolution Airbrush","images/logoevolution.png",807,1,1,0,"",""
522,"Series 4100 Aluminum Bases","Aluminum Bases","images/aaaluminum.jpg",774,18,1,0,"",""
523,"Air Opaque by Badger","Air Opaque","http://www.coastairbrush.com/images/logobadgerW.png",11,48,1,0,"","Black & White"
524,"SATA","SATA Airbrushes","images/logosataW.png",10,12,1,0,"",""
256,"candy2o Colors","candy2o Colors","prodimages/candy2ocolors.png",238,839,1,0,"",""
265,"candy2o Sets","candy2o Sets","prodimages/candy2osets.png",238,840,1,0,"",""
511,"Alpha 6 Striping & Lettering Accessories","Alpha 6 Striping & Lettering Accessories","prodimages/linkalpha6.png",21,3,1,0,"","Paint Pallets, Metal Mixing Cups, Mahl Sticks, Brush Storage & More."
525,"Wrath of Skull Master","Wrath","prodimages/wrathlogo.gif",731,28,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil19.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
526,"Wrath of Skull Master Mini Series","Wrath Mini","prodimages/wrathlogo.gif",353,480,1,0,"",""
527,"Nano Series Templates","Nano series","prodimages/nanologo.gif",178,481,0,0,"","At the size of a business card, the Artool Nano Series Freehand Airbrush Templates can be used to easily render images on the smallest projects, namely the RC car market, 1/8-1/25 scale models, diecast kustoms & kustom automotive applications.<br>
<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil18.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
528,"Skullophenia Nanos","Skullophenia","prodimages/skullophenia.gif",527,482,1,0,"","By Craig Fraser, the Skullophenia Nanos prove that no matter how small your templates are, there can always be room for skulls. </br>
"
529,"Draco Nanos","Draco Nano","prodimages/dracologo.gif",527,483,1,0,"","By Craig Fraser. Those of you who are true midieval monster fans know exactly what we created when you saw the name Draco..dragons. 4 flame-blowing beasties!</br>"
531,"Vinyl For Plotters","Vinyl","prodimages/venturetape.gif",456,485,1,0,"",""
532,"Color Sets","Aeroflash Sets","prodimages/aeroflsh.gif",93,486,1,127,"",""
533,"Huntington Beach Bodyworks<br> Stencils by Rich Evans<p>","HBB Stencils","http://www.coastairbrush.com/prodimages/logohbb.png",19,4,0,0,"","<font color=""red"">MINIMAL STOCK REMAINING. SOME ITEMS MAY NO LONGER BE AVAILABLE. PLEASE CALL TO CHECK STOCK</font>"
534,"SKULLS","Hbb Skulls","prodimages/skullset1-10.gif",533,488,1,0,"",""
535,"ANIMALS","Hbb Animals","prodimages/animalsset.gif",533,489,1,0,"",""
536,"DRAGONS","Hbb Dragons","prodimages/dragonsset.gif",533,490,1,0,"",""
537,"FLOWERS","Hbb Flowers","prodimages/flowersset.gif",533,491,1,127,"",""
538,"GARGOYLES","Hbb Gargoyles","prodimages/gargoylesset.gif",533,492,1,0,"",""
539,"KILLER KLOWNS","Hbb Klowns","prodimages/killerklownsset.gif",533,493,1,0,"",""
540,"KNIGHTS","Hbb Knights","prodimages/knight1.gif",533,494,1,127,"",""
541,"PIN UP GIRLS","Hbb Pin Up","prodimages/pinupset.gif",533,495,1,0,"",""
542,"PIRATES","Hbb Prirates","prodimages/pirateset.gif",533,496,1,0,"",""
543,"PISTOLS","Hbb Pistols","prodimages/pistolsseet.gif",533,497,1,0,"",""
544,"SCORPIONS","Hbb Scorpions","prodimages/scorpionsset.gif",533,498,1,0,"",""
545,"SCORCERESS","Hbb Scorceress","prodimages/scorceressset.gif",533,499,1,0,"",""
546,"SPIDERS","Hbb Spiders","prodimages/spidersset.gif",533,500,1,0,"",""
547,"TIKIS","Hbb Tikis","prodimages/tikiset.gif",533,501,1,127,"",""
548,"DEVIL GIRLS","Hbb Devil Girls","prodimages/devilgirlset.gif",533,502,1,0,"",""
549,"DEVILS","Hbb Devils","prodimages/devilset.gif",533,503,1,0,"",""
550,"JACK IN THE BOX","Hbb Jibs","prodimages/jibset.gif",533,504,1,0,"",""
551,"HOT RODS","Hbb Hot Rods","prodimages/hotrodset.gif",533,505,1,0,"",""
552,"TOON RODS","Hbb Toon Rods","prodimages/toonset.gif",533,506,1,0,"",""
553,"SKELETONS","Hbb Skeletons","prodimages/skeletonset.gif",533,507,1,0,"",""
554,"MINI SETS","Hbb Mini Sets","prodimages/skullkingset.gif",533,508,1,0,"","Small Version of some popular sets.<br> Stencil sizes are approximately 2"" x 2""</br>"
555,"Huntington Beach Bodyworks DVD's","Hbb DVD","http://www.coastairbrush.com/prodimages/logohbb.png",14,10,1,127,"",""
556,"INSTRUCTIONAL DVD's<br> by RICH EVANS</br>","Hbb DVD's","prodimages/videopage.gif",533,510,1,0,"http://www.coastairbrush.com/products.asp?cat=555",""
558,"Mike Learn DVD's","Mike Learn DVD","http://www.coastairbrush.com/prodimages/logomikelearn.png",14,11,1,127,"",""
561,"Pirate Girlies Templates by Deborah Mahan","Pirate Girlies","prodimages/piracy templates/pirategirlseries.gif",731,30,1,0,"",""
563,"Texture FX","Texture FX","prodimages/logotfx.png",731,0,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/ABA_FraserStencil22.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
564,"Piracy Mini Series by Craig Fraser","Mini Piracy","prodimages/piracy templates/pirateset.gif",353,516,1,0,"",""
565,"Pirate Girlies Mini Series by Deborah Mayhan","Mini Pirate Girlies","prodimages/piracy templates/pirategirlseries.gif",353,517,1,0,"",""
566,"shipping","shipping","",0,518,1,0,"",""
581,"Lightning FX","Color Horizons Lightning FX","prodimages/semlightning.jpg",569,532,1,127,"","These pigments will redefine any paint scheme and allow the painter to “maximize his horizons.” With exceptional brilliance, transparency and reflectivity, LIGHTNING FX will outperform traditional pearlescent pigments and add intensity to your creativity.<br>
Available in 6 Colors"
582,"Hyper FX","Color Horizons Hyper FX","prodimages/semhyperfx.jpg",569,533,1,127,"","HYPER FX contain Xirallic pigments that will raise the level of color intensity and create more of a glitter effect than traditional dry pearls.
HYPER FX are applied in the same way as most pearl pigments, add the material to an existing basecoat binder, mixing clear or color. The amount of HYPER FX needed is based on the desire of the painter and the color of the basecoat.<br>
Available in 6 Colors"
583,"Paste Pearls","Color Horizons Paste Pearls","prodimages/sempaste.jpg",569,534,1,127,"","Paste Pearls are concentrated, two-tone pearl pigments that can be used with most solvent systems. Completely lead free."
584,"Clear Coats","Color Horizons Clears","prodimages/semrealclear.jpg",569,535,1,127,"","Mix Clear and Real Clear"
585,"Primers","Color Horizons Primers","prodimages/semmetalock.jpg",569,536,1,127,"","Metalock Primer, Tru Prime and Tru Prime Tintable Primers. "
586,"Reducers","Color Horizons Reducers","prodimages/semreducer.jpg",569,537,1,127,"","To be used with Color Horizons Bases, Primers and Clear Coats"
587,"Accessories","Color Horizons Accessories","prodimages/semchipcard.jpg",569,538,1,127,"","Color Horizons Color Chip Card and Users Manual."
598,"Paasche","Paasche Compressors","http://www.coastairbrush.com/images/logopaascheW.png",13,549,1,0,"","Online Order Promotion - FREE SHIPPING TO THE LOWER 48 STATES!<br>
EXCLUDES PROPELL CANS"
601,"2nd Degree Burn By Mike Lavallee","2nd Degree Burn","prodimages/tf2sm.gif",731,33,1,0,"",""
602,"Renegade Parts","Renegade Parts","",235,552,1,0,"http://www.coastairbrush.com/partsairbrush/renegadeparts.asp",""
603,"FX4 Templates By Craig Fraser","FX4 Templates By Craig Fraser","prodimages/fx4logosm.gif",731,34,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/aba_aug08_artool.pdf"">AIRBRUSH ACTION HOW TO ARTICLE</a>"
604,"FX4 Mini Series","FX4 Mini Series","prodimages/fx4logosm.gif",353,554,1,0,"",""
605,"Tribal Master 2 By Steve Vandemon","Tribal Masters 2 By Steve Vandemon","prodimages/tm2logosm.gif",731,35,1,0,"",""
606,"Intro Series By Robert Paschal","Intro Series By Robert Paschal","prodimages/intrologosm.gif",731,36,1,0,"",""
607,"Makeup and Tanning Favorites","Makeup and Tanning Favorites","",0,557,0,0,"",""
609,"SEM Products","SEM Products","prodimages/logosem.png",11,33,1,0,"","Gun Cleaner<br>
Adhesion Promoter<br>
Hot Rod Colors
"
66,"Ryno Signature Series","Ryno Signature Series (iwata)","prodimages/logosigseries.png",26,2,0,0,"",""
796,"Createx Illustration Colors","Createx Illustration Colors Main","",0,738,1,0,"",""
797,"Createx Illustration Colors","Createx Illustration Colors Main","prodimages/linkCTXIllustration.png",11,11,0,0,"",""
610,"Spray Max Aerosol Clear Coat and Primer","Spray Max Aerosol Clear Coat and Primer","prodimages/logospraymaxwht.png",11,29,1,0,"",""
611,"S/B Foundations","S/B Foundations","prodimages/sbfound.jpg",152,561,1,0,"","TEMPTU PRO's premier S/B Foundation is the highest quality Silicone-based formula on the market.  Although designed to be applied with an airbrush, S/B is blendable makeup that can also be applied by fingertips, brush or sponge.  The natural properties of silicone impart a soft-focus that radiates a healthy and youthful glow on any skin type."
612,"S/B Hi-Def","S/B Hi-Def","prodimages/sbhdef.jpg",152,562,1,0,"","These brilliant colors offer supreme versatility from modern beauty to bold, dynamic applications."
613,"S/B Adjusters","S/B Adjusters","prodimages/sbadj.jpg",152,563,1,0,"","Use these highly pigmented primary colors to customize your liquid foundations, blushes and highlighters."
614,"S/B Blush","S/B Blush","prodimages/sbblush.jpg",152,564,1,0,"","Lightly pigmented for precision application, these blushes apply with ease over the cheeks resulting in a radiant, even glow.  Goes on sheer or can be layered for intensity. Apply with an airbrush, brush or fingers."
615,"S/B Highlighters","S/B Highlighters","prodimages/sbhigh.jpg",152,565,1,0,"","S/B Highlighters create a radiant, pearlized effect.  2 - 4 drops are all you need to emphasize features such as eyes and cheeks"
616,"S/B Thinners/Cleaners & Concealer Wheel","S/B Thinners/Cleaners & Concealer Wheel","prodimages/sbthin.jpg",152,566,1,0,"",""
617,"S/B Starter Kits","S/B Starter Kits","prodimages/sbkits.jpg",152,567,1,0,"","Temptu S/B Starter Sets include quarter ounce size bottles that are easily refillable, yet compact to fit in any size makeup kit."
618,"DAGR Parts","DAGR Parts","images/logodevilbissW.png",233,568,1,0,"http://www.coastairbrush.com/partsairbrush/dagrparts.asp",""
619,"Sotar 2020 Parts","Sotar 2020 Parts","",235,569,1,0,"http://www.coastairbrush.com/partsairbrush/2020parts.asp",""
620,"Wicked Colors","Wicked Colors","prodimages/logowicked17.png",11,7,0,0,"","<a href=""http://www.coastairbrush.com/wickedhowtos.asp"">Click Here For How to Articles</a>"
621,"Kustom Kolor Mini Templates","Kustom Kolor Mini Templates","prodimages/kustomkolor.gif",353,570,1,0,"",""
623,"Hot Headz","Hot Headz","prodimages/hotheadzlogosm.gif",731,37,1,0,"",""
624,"Bone Headz","Bone Headz","prodimages/boneheadzlogosm.gif",731,38,1,0,"",""
625,"True Fire Nano","True Fire Nano","prodimages/tfnanologosm.gif",527,574,1,0,"",""
627,"AutoBorne Paints","AutoBorne","prodimages/autoborne.jpg",11,53,1,127,"","Auto-Borne Colors perform unlike any other Auto Air Colors . Unlike other colors which are water-based, 
Auto-Borne Colors are waterborne meaning the colors contain solvent for exceptional performance. Auto- 
Borne have virtually no tip-dry, superior control able pull long & continuous lines without skipping or grainy 
over-spray, work with all airbrush tip-sizes and dry incredibly fast. Auto-Borne Colors are lightfast and 
durable. Pigments are highly-refined and lightfast for superior atomization without fading. All Auto-Borne 
Color pigments are exterior-grade with a 7 to 8 out of 8 on a Blue Wool Scale (BWS). <br>
• Auto-Borne is compatible with other Auto Air Colors and may be inter-coated in any manner. Direct inter- 
mixing is not recommended. <br>
• Auto-Borne is reduced with 4011 Flash Reducer. Recommended reduction for use with spray-guns is 
approximately 10% per volume. For airbrush use, reduce 3:1 or greater depending upon tip-size and 
preference. Operating PSI varies per gun. Spray gun PSI is recommended @ 35 with a 1.2mm tip-size. <br>
• Top-coat with a catalyzed, urethane clear. Other types of clear may also be used; test first. <br>
• Auto-Borne Colors are semi-opaque but may be reduced down to a transparent color which is better 
suited for detailed, fine-line airbrushing with small tip-sized airbrushes. <br>
• Auto-Borne follows preparation and application processes the same as other Auto Air Colors. For further 
information, refer to Auto Air Application Guide."
631,"Mr. G Signature Series","Mr. G Signature Series","prodimages/gbrushsm.jpg",200,578,1,0,"",""
632,"Steam Punks By Craig Fraser","Steam Punks By Craig Fraser","prodimages/splogo.jpg",731,39,1,0,"","<a href=""http://www.coastairbrush.com/prodimages/Artool26_Steampubk.pdf"">HOW TO ARTICLE</a>"
633,"Metropolis","Metropolis","prodimages/metrologo.jpg",731,40,1,0,"",""
634,"Temptu Compressor","Temptu Compressor","http://www.coastairbrush.com/images/logotemptu.png",13,581,1,0,"",""
635,"Tamiya Thinners / Primers","Tamiya Thinners / Primers","images/87061.gif",92,582,1,0,"","Metal Primer<br>
Surface Primer<br>
Thinner<br>"
636,"Tidwell Brushes","Tidwell Brushes","prodimages/tidwellogo.jpg",200,583,1,0,"",""
637,"Moisture Filtration & Accessories","Spray Gun Accessories","prodimages/logoSGacc.png",12,17,1,0,"",""
639,"Tanning Guns","Tanning Guns","prodimages/ecl9200sm.jpg",607,0,1,0,"",""
640,"Tanning Kits","Tanning Kits","prodimages/mdtdeluxkitsm.gif",607,1,1,0,"https://www.coastairbrush.com/products.asp?cat=417",""
642,"Makeup Airbrush's","Makeup Airbrush's","prodimages/small/hp-cssmall.jpg",607,3,1,0,"",""
643,"Temptu Makeup","Airbrush Makeup - Temptu","images/logotemptu.png",607,4,1,0,"http://www.coastairbrush.com/categories.asp?cat=153",""
644,"Body Fillers / Fiberglass Products","Body Fillers","",242,591,1,0,"","Evercoat<br>
Nitro Stan<br>
Fiberglass / Resin<br>
Duraglas<br>
Spreaders"
810,"Hoses & Accessories","Harder & Steenbeck Accessories","prodimages/logohshoses.png",807,3,1,0,"",""
886,"ProAiir Fluorescent Paints","ProAiir Fluorescent (sub)","prodimages/proairlogo200.png",883,811,1,0,"",""
695,"Spider Master","Spider Master","prodimages/fhsmlogo.jpg",731,43,1,0,"",""
645,"Makeup Kits","Makeup Kits","prodimages/smkitsm.jpg",607,2,1,0,"",""
646,"Classes","Classes","",0,593,1,0,"",""
647,"Devilbiss Templates","Devilbiss Templates","http://www.coastairbrush.com/images/logodevilbissW2.png",19,5,0,127,"",""
648,"Alan Pastrana Templates","Alan Pastrana Templates","prodimages/gotahaveem.jpg",647,595,1,127,"",""
649,"Scott MacKay Templates","Scott MacKay Templates","prodimages/dgr137sm.jpg",647,596,1,127,"",""
650,"Variegated Leaf","Variegated Leaf","prodimages/catimg/vleaf.png",270,597,1,0,"","Pattern Leaf<br>
Hue Leaf<br>"
651,"Gold & Silver Leaf","Gold & Silver Leaf","prodimages/catimg/gsleaf.png",270,598,1,0,"","Gold & Silver Sheets<br>
Gold & Silver Rolls<br>
Composition Leaf<br>
White Gold<br>
Patent Gold<br>"
652,"Turning Tools & Gilding Brushes","Turning Tools & Gilding Brushes","prodimages/catimg/leafacc.png",270,599,1,0,"","Gilding Brushes<br>
Excess Removal<br>
Engine Turning Tools"
653,"Sizing Glue & Clears","Sizing Glue & Clears","prodimages/catimg/sizing.png",270,600,1,0,"","One Shot<br>
La D'ore<br>
HOK<br>
Charbonnel<br>
DUX"
654,"Leafing Videos & Books","Leafing Videos & Books","",270,601,1,127,"",""
656,"Leafing Kits","Leafing Kits","",270,602,1,127,"",""
657,"Instructional DVD's","Instructional DVD's","prodimages/plotterdvd1.jpg",456,603,1,0,"",""
658,"Aqua Foundations","Aqua Foundations","prodimages/aqfound.jpg",155,604,1,0,"",""
659,"Aqua Blush","Aqua Blush","prodimages/aqblush.jpg",155,605,1,0,"",""
660,"Aqua Adjusters","Aqua Adjusters","prodimages/aqadjust.jpg",155,606,1,0,"",""
661,"Aqua Shimmers","Aqua Shimmers","prodimages/aqshim.jpg",155,607,1,0,"",""
662,"Circle Templates","Circle Templates","prodimages/logocirctemp.png",19,6,1,0,"",""
663,"Fresh Air System","Fresh Air System","",242,609,0,0,"","3M Versaflow PAPR<br>
"
664,"Fresh Air Systems","Fresh Air Systems","prodimages/hb01sm.jpg",663,610,1,127,"",""
665,"3M Versaflow","3M Versaflow","images/logo3mw.png",663,611,1,0,"",""
666,"Airbrush Action Magazine","Airbrush Action Magazine","prodimages/abamagssm.png",325,612,1,127,"",""
667,"Pinstriping & Kustom Graphics Magazine","Pinstriping & Kustom Graphics Magazine","prodimages/iss53.jpg",325,613,1,0,"",""
668,"Auto Art Magazine","Auto Art Magazine","prodimages/aartmag.jpg",325,614,1,0,"",""
669,"Burnout Magazine","Burnout Magazine","prodimages/burnout.gif",325,615,1,0,"",""
671,"Tiki Magazine","Tiki Magazine","prodimages/tikimag.gif",325,617,1,127,"",""
672,"Paasche Leisure Tan","Paasche Leisure Tan","prodimages/plt.jpg",11,49,1,127,"",""
673,"Iwata Starter Kits","Iwata Starter Kits","images/logoiwatakitsW.png",26,12,1,0,"",""
674,"Buff and Shine","Buff and Shine","prodimages/buffnshinecatimg250.png",245,620,1,0,"",""
675,"Lil Daddy Roth Flake & Striping","Lil Daddy Roth Flake & Striping","images/logolildaddyWHT.png",11,22,0,0,"",""
676,"Standard Flake (.015)","Standard Flake","prodimages/brightflake.jpg",675,622,1,0,"",""
677,"Trippin Flake","Trippin Flake","prodimages/trippinflake.jpg",675,623,1,0,"",""
678,"Monster Flake (.025)","Monster Flake","prodimages/monsterflake.jpg",675,624,1,0,"",""
773,"Cleaning Bottles & Sprayers","Cleaning Bottles & Sprayers","",25,717,1,0,"",""
679,"Lil Flake (.008)","Lil Flake","prodimages/lilflake.jpg",675,625,1,0,"",""
680,"Baby Flake (.004)","Baby Flake","prodimages/babyflake.jpg",675,626,1,0,"",""
681,"Roth Striping Enamels","Roth Striping Enamels","prodimages/rothstriping.jpg",675,627,1,0,"",""
682,"Lil Daddy Roth Striping Enamel","Lil Daddy Roth Striping Enamel","prodimages/rothstriping.jpg",21,23,1,0,"",""
683,"Bubble FX by Dennis Mathewson","Bubble FX by Dennis Mathewson","prodimages/fhbfx1sm.jpg",731,41,1,0,"http://www.coastairbrush.com/proddetail.asp?prod=FHBFX-1",""
798,"Illustration Color Sets","Illustration Color Sets","images/illSETS.png",797,1,1,0,"",""
799,"T-Shirt Starter Kits","T-Shirt Starter Kits","prodimages/tshirtkits_front2s.png",801,740,1,0,"",""
696,"Patriot 105 Parts","Patriot 105 Parts","",235,642,1,0,"http://www.coastairbrush.com/partsairbrush/badger105parts.asp",""
697,"Advantage Solvents","Advantage Solvents","prodimages/logoadvantageWHIT.png",11,32,1,0,"","Single Stage Paints<br>
Wax & Grease Remover<br>
Reducers<br>
"
