"pID","pName","pSection","pPrice","pWholesalePrice","pListPrice","pShipping","pShipping2","pWeight","pDisplay","pSell","pBackOrder","pGiftWrap","pExemptions","pInStock","pDims","pTax","pDropship","pStaticPage","pStockByOpts","pRecommend","pOrder","pSKU","pManufacturer","pSearchParams","pTitle","pMetaDesc","pStaticURL","pMinQuant","pDescription","pLongDescription"
"LLBP","Mack Lazer Lines Black Plague",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The latest brush in our arsenal, the Black Plague is simply the coolest scroll brush available! Black chrome ferrule with Taklon hair, available in 5 sizes.",""
"LLB3","Mack Lazer Lines Brush 3",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"This is the latest addition to the Lazer Line family, Brush 3! This is a great brush for design work and turns. Longer hair than the Original striper and less belly make for a very soft brush.Available in size 00 and size 0.",""
"LLCB","Mack Lazer Lines Cabriolet Brush Head",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The Cabriolet is made of the finest German squirrel hair in a shorter length. It's super versatile and is great for design work, turning corners as well as straight lines.
Available in size 00, 0, and 1.",""
"LLGB","Mack Lazer Lines Golden Boys",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Introducing one of Macks latest brushes...a ""speed flat"" with the same great Taklon hair as some of there other brushes. Mack has fallen into a ""gold mine"" with this hair. The Golden Boys are great for lettering and fill work. Offered in 4 distinctive sizes ranging from 3/16""-1/2"" ferrule size and all at 1-3/4"" in hair length. These brushes hold a lot of paint and have great control! You may have seen this brush in the ""Gold Leaf"" issue of Auto Art Magazine, used by Dick ""Thinman"" Crawford. He has found this brush to be useful in laying down sizing when preparing for gold and/or silver leafing. He indicated that it allows the sizing to glide smoothly onto the surface. It withstands the harsher chemicals and cleaners better than any other brush he's tried!
",""
"LLGE","Mack Lazer Lines Green With Envy",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"This extended quill is also made of the same fine Taklon hair as the other brushes in the Lazer Lines collection! This brush comes in 5 different sizes and is made very similar to the Scarlet Fever, except this brush has a blunt end! Green With Envy is great for lettering as it has a lot of spring. Mack has found that some of there product testers have made great use of this brush with its many different painting applications.",""
"LLOS","Mack Lazer Lines Original Striping Brush Head",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"This is our original striping brush head. Designed for long, straight lines, it has a full belly to hold a lot of paint, yet is still agile enough for turns and curves. A great all-around striping brush! Available in size 00, 0, and 1.",""
"LL-KIT","Mack Lazer Lines Polished Aluminum Kit",590,82.95,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"This kit comes complete with chrome-embossed Lazer Lines case. Set includes original medium striping handle, short handle and long handle. You also get  two (2) Lazer Lines brush heads. Sizes 00 & 000<br><br>",""
"LLQ","Mack Lazer Lines Quill",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The Lazer Lines quill is made of the finest brown squirrel hair and is extended out for an extra 1/4 inch for smooth stroke and excellent flow. These quills are great lettering brushes.
",""
"LLSF","Mack Lazer Lines Scarlet Fever",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Made from the same hair as the Black Plague, but extended to enable smooth, long swirls—without the need for excessive re-loading! This hair provides the artist exquisite control! This brush is great for swirls and even outlining larger lettering. Robert has found many uses for this unique brush and we’re sure you will, too! Gary Jenson, “Magic” Mark Higdon, “Thinman” Dick Crawford, and others are all raving over these new brushes. With 5 different ferrule sizes/widths and 2 lengths, you've gotta have them all to complete your set!
",""
"LLSBH","Mack Lazer Lines Striping Brush Head",590,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Introducing the Lazer Line! These brushes have shorter hair and a full belly. They are excellent for fine straight lines and can hold a lot of paint. Available from size 000 to size 4.",""
"MAGS-1","Mack Mags - Magnetic Guides (2pk)",271,31.5,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"mags magnetic guide","","","",0,"<p>Yellow Magnets for a guide, in long line automotive pinstriping. The magnets contain a matte coat paint protection barrier. This creates a barrier between the magnet and vehicle surface.</p>",""
"800","Mack Peewee 800 series",197,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The 800 series is a longliner with a long hair length that rolls up on the end in a ""butterknife"" fashion. This enables it to carry more paint without the fatter belly, while keeping the feel of a Mack Blue wrap series 10.",""
"MACK-PA","Mack Purple Armadillo",476,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"<p>This brush is another collaboration between Mack Brush and Scott “Cornbread” Lindley.  The hair that was chosen is a Dupont Tymex synthetic.  It is cup chiseled by hand with a tip of a natural bristled brush.  Strong but flexible synthetic hair gives the artist a great workhorse on rougher surfaces.  The brush is offered in sizes ¼”, ½”, ¾” and 1”.</p>","<p>This brush is another collaboration between Mack Brush and Scott “Cornbread” Lindley.  The hair that was chosen is a Dupont Tymex synthetic.  It is cup chiseled by hand with a tip of a natural bristled brush.  Strong but flexible synthetic hair gives the artist a great workhorse on rougher surfaces.  The brush is offered in sizes ¼”, ½”, ¾” and 1”.</p>

“If you’re looking for a brush that’s tough and works great on rough surfaces like brick and block the armadillo is what you need. It also works fine on smooth surfaces. Its synthetic bristles holds its shape and delivers paint to the surface like a champion. Easy to clean up and works great with acrylic based paint. It’s great for pictorial work and excellent for blending paint on rough surfaces. If the surface is rough then you need something tough and the Purple Armadillo will help you get the job done.” - Scott ""Cornbread"" Lindley</p>"
"MACK-PAA","Mack Purple Armadillo - Angle",476,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"<p>This brush is another collaboration between Mack Brush and Scott “Cornbread” Lindley. The hair that was chosen is a Dupont Tymex synthetic.  It is cup chiseled by hand with a tip of a natural bristled brush and has an angled cut. Strong but flexible synthetic hair gives the artist a great workhorse on rougher surfaces.   The brush is offered in sizes ¼”, ½”, ¾” and 1”.</p>","<p>This brush is another collaboration between Mack Brush and Scott “Cornbread” Lindley. The hair that was chosen is a Dupont Tymex synthetic.  It is cup chiseled by hand with a tip of a natural bristled brush and has an angled cut. Strong but flexible synthetic hair gives the artist a great workhorse on rougher surfaces.   The brush is offered in sizes ¼”, ½”, ¾” and 1”.</p>

“If you’re looking for a brush with a little attitude and a little extra shape the Purple Armadillo Angle will deliver. It’s an excellent brush for rough surfaces like brick and block. It also works fine on smooth surfaces. Its synthetic bristles hold it shape and is easy to clean up. Works great with acrylic based paints. Works excellent as a pictorial brush. If you need something with a little attitude and you like the feel of an angle brush the Purple Armadillo Angle is what you need.” - Scott ""Cornbread"" Lindley</p>"
"1010","Mack Series 1010",197,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Back by popular demand for all the Grumbacher 1010 fans.
",""
"1111","Mack Series 1111 Long Stryper",197,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"<p>Built with New Taklon hairs, the Longstriper 1111 is an homage to the Grumbacher 1010 as per Spinal Tap where their amps went to 11.<p>

""If you do commercial work, you are going to love these. This is the best straight line brush I have ever used. Moisture has no effect on this brush and the wind's 20mph is no match for this brush."" -Michael Menard
</p>",""
"838","Mack Series 838 Outliners & Hilighters",201,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Mack Outliners Series 838 have a round ferrule & graduated hair lengths.",""
"839","Mack Series 839 Outliners & Hilighters",201,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"Mack Outliners Series 839 have a round ferrule & graduated hair lengths.",""
"SLS","Mack SLS",197,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"This striper has a mixture of black synthetic and blue squirrel hair. The chrome ferruled brush has a length out of 1-7/8"". This brush will perform well in all mediums of paint especially with urethanes.",""
"M/T-H000","Mack Tidwell ""Hippie Tripple"" Brush",41,14.25,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"<p>The long awaited follow up to his sold out 'SQUATCH WHISKERS 000 striping brushes. The HIPPIE TRIPLE is a 000 size brush with full length hair. These bad boys handle like a sports car and carry enough paint to actually get some lines thrown down without having to re-load. This is a real striping brush that happens to make really fine lines.</p>",""
"M/T-10","Mack Tidwell ""Squatch Watch"" LIMITED Brush",197,0,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<p><font color=""white"">SOLD OUT / ALL UNITS SOLD</font></p>
The mythical beast has been captured! Tidwell strapped on his mountain gear, threw a couple redbulls in his back pack, kissed Sarah, the 5 dogs, and his pet alligator good bye as he headed off into the untamed wilderness of the Kentucky hills in search of a mystical beast that has been haunting his dreams... SASQUATCH! We are happy to report that Tidwell was found wandering naked in a Wal-mart parking lot with both hands full of hair... he could only say two words... "" 'SQUATCH WHISKERS "".  Without delay, we sent these mystical hairs off to MACK Brush Co to be turned into what will go down in history as the greatest leap forward in striping brush technology since the first cave man used an entire squirrel to paint marks on cave walls. Unfortunately, there are only enough whiskers to make 250 brushes of each size, #00 and #000, so get them while you can. The #00 and #000 have the same length hairs, this is the first and only #000 pinstriping brush Mack has ever made with full length hairs and it is AMAZING. Size marked with Tidwell's signature brass knuckles.<br>
( Both are actually made from 100% unmixed blue squirrel hair )<br>
Red wrap is #000<br>
Purple wrap is #00<br><br>",""
"444VII","Mack Virus II",212,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The Virus II is made of a soft golden synthetic hair. Designed by ""Dave the Letterman"" to be softer than the original Virus. Used for scroll and script.",""
"M/T-FT","Mack/Tidwell – Foxy Tails – Set of 6",955,35.55,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT","","","",0,"The latest brush set to join the Tidwell family is here!<br><br>

This set consists of SIX new brushes:<br><br>","This set consists of SIX new brushes:<br><br>
* Sneaky – Medium, round, pointed brush<br>
* Sly Filly – Small, flat, long filbert brush<br>
* Crafty – Medium, flat, long filbert brush<br>
* Tricky – Large, round, pointed brush<br>
* Slick – Extra long, round, pointed brush<br>
* Bushy – Large, flat, extra long filbert brush<br><br>
4 out of the 6 are pretty unique. The shape, hair configuration, hair lengths, and types of hairs were tweaked to create some really cool brushes. We butchered a lot of art and lettering style brushes and tested a variety of synthetic hair combinations in order to get these exactly the way we wanted them.<br><br>

Two of them are more traditional round, pointed brushes.</br>"
"M/T-FT-BUSHY","Mack/Tidwell – Foxy Tails Bushy",955,6.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Bushy","","","",0,"The latest brush set to join the Tidwell family is here!</br><br>

Large, flat, extra long filbert brush</br>","Large, flat, extra long filbert brush"
"M/T-FT-CRAFTY","Mack/Tidwell – Foxy Tails Crafty",955,6.3,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Crafty","","","",0,"The latest brush set to join the Tidwell family is here!</br><br>

Medium, flat, long filbert brush</br>","Medium, flat, long filbert brush"
"M/T-FT-SLICK","Mack/Tidwell – Foxy Tails Slick",955,5.4,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Slick","","","",0,"The latest brush set to join the Tidwell family is here!</br><br>

Extra long, round, pointed brush</br>","Extra long, round, pointed brush"
"M/T-FT-SLYFLY","Mack/Tidwell – Foxy Tails Sly Filly",955,5.85,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Sly Filly","","","",0,"The latest brush set to join the Tidwell family is here!</br><br>

Small, flat, long filbert brush</br>","Small, flat, long filbert brush</br>"
"M/T-FT-SNEAKY","Mack/Tidwell – Foxy Tails Sneaky",955,5.85,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Sneaky","","","",0,"Medium, round, pointed brush<br><br>
The latest brush set to join the Tidwell family is here!</br>","The latest brush set to join the Tidwell family is here!"
"M/T-FT-TRICKY","Mack/Tidwell – Foxy Tails Tricky",955,6.95,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"Tidwell, Signature Series, Mack, Mackbrush, Lettering, Lettering Brushes, Fox Tails, Foxy Tails, M/T-FT, Tricky","","","",0,"The latest brush set to join the Tidwell family is here!</br><br>

Large, round, pointed brush</br>","Large, round, pointed brush"
"VD-MS0","Mack-Dago Mini Saber Scrolling Brush #0",64,11,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From long flowing swirls ~ to small tight turns & kickbacks, this 'Lil Scroller can do it all. Including some small ""Script Lettering"" for those that can hand letter • Works great with Oil based Enamel or Urethanes • For those of us with Stubby Chunky hands ~ these are the smallest Scrolling brushes on the market today! • Made with a Specially imported **Soft** Synthetic hair ~ that's the closest thing to Real Hair as I've ever seen!!!</p>

",""
"VD-MS00","Mack-Dago Mini Saber Scrolling Brush #00",64,11,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From long flowing swirls ~ to small tight turns & kickbacks, this 'Lil Scroller can do it all. Including some small ""Script Lettering"" for those that can hand letter • Works great with Oil based Enamel or Urethanes • For those of us with Stubby Chunky hands ~ these are the smallest Scrolling brushes on the market today! • Made with a Specially imported **Soft** Synthetic hair ~ that's the closest thing to Real Hair as I've ever seen!!!</p>

",""
"VD-MS1","Mack-Dago Mini Saber Scrolling Brush #1",64,11,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From long flowing swirls ~ to small tight turns & kickbacks, this 'Lil Scroller can do it all. Including some small ""Script Lettering"" for those that can hand letter • Works great with Oil based Enamel or Urethanes • For those of us with Stubby Chunky hands ~ these are the smallest Scrolling brushes on the market today! • Made with a Specially imported **Soft** Synthetic hair ~ that's the closest thing to Real Hair as I've ever seen!!!</p>

",""
"VD-SL0","Mack-Dago Saber Liner Lettering Brush #0",64,10.5,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL10","Mack-Dago Saber Liner Lettering Brush #10",64,17,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL12","Mack-Dago Saber Liner Lettering Brush #12",64,19,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL2","Mack-Dago Saber Liner Lettering Brush #2",64,12,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL2/0","Mack-Dago Saber Liner Lettering Brush #2/0",64,10,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL4","Mack-Dago Saber Liner Lettering Brush #4",64,13,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL4/0","Mack-Dago Saber Liner Lettering Brush #4/0",64,9.5,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL6","Mack-Dago Saber Liner Lettering Brush #6",64,14,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"VD-SL8","Mack-Dago Saber Liner Lettering Brush #8",64,15,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"Pinstriping, Von, Dago, Striping","","","",0,"<p>From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have.</p>

","<p>
From pulling long Out Lines on hand painted letters 'n numbers ~ to preforming a smooth Scripted name ~ these New specially designed brushes can handle what ever skill level you have, Including some light 'n tight ""Pinstripe Designs"" for those that can Stripe.<p>

• Designed for the Master Professional, yet extremely beginner user friendly!<p>

• Works great with Oil based 1 Shot  Enamel or Urethanes.<p>

• Specially made & imported **Soft** Synthetic hair ~ thats preforms as the closest thing to Real Hair as I've ever seen!!!<p>

• Chrome Ferrule<p>

• Beautiful Black multi colored ""mini flake"" handle
Automotive Urethane Clear Coated Handle</p>"
"M-L","Mack-Lite Sword Striping Brush",197,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The new striper with less belly. The shape is similar to the ""Old Dominican,"" which was discontinued several years ago. Made with kazan squirrel hair and bound with a brass ferrule.",""
"M/NT","Mack-Norris Trickster",494,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",10,"","","","",0,"The Trickster is a striper with a handle length of 4-1/4"". Jim Norris helped design this brush and with his sign painting background he likes the longer length of a brush handle. For the stripers that prefer a shorter handle the modification is quick & easy. The striper is made of pure blue squirrel hair & has a length out of 2-1/4"". The long length of hair allows the brush to carry a good load of paint for a long distance. You can stand the bruash up on the tip to create super fine lines even with the larger sizes.",""
"KK16","Magenta",75,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"<font color=""white""></font>",""
"3-232","Magenta",285,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",52,"","","","",0,"<table width=""300"" border=""0"">
    <tbody>
      <tr>
        <td><p><font color=""red"">The Yurek line has been Discontinued. Limited colors and sizes are available and may not be reflected online. We recommend contacting us before ordering. Any unavailable items will be canceled from the order, without notice.</font></p></td>
      </tr>
    </tbody>
  </table>",""
"163L","Magenta",157,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",5,"","","","",0,"",""
"SG107","Magenta",51,0,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"UK16","Magenta (Quart)",74,122.64,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"*NOTE* DISCONTINUED - Minimal Stock Left<br><br>
Requires KU100 Catalyst & RU Reducer <br>
Ratio: 2:1:1 <br>
Quart Requires: 1 Pint KU100, 1 Pint RU Reducer <br>
",""
"KK16RTS","Magenta (Ready to Spray)",176,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"<p>
• Airbrush Ready (KK) Mixed with SG100 at 8:1<br>
• Properly Reduced 1:1 with RU311 Medium Reducer for Airbrush Use<br>
• Ready to Spray, NO Mixing Required<br>
• Recommended for Spraying Temperatures below 80°F<br>
</p>",""
"KBC16A","Magenta 12oz AEROSOL",824,41.22,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"S2-SG03","Magenta Graphic Base",89,0,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,6,"",50,"","","","",0,"House of Kolor Available in Quarts, 16oz, 12oz Aerosol, 8oz & 4oz small quantities.
<br><br><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" ><img src=""http://www.coastairbrush.com/prodimages/S2-SG-strip.gif""></a></img><br>
<a href=""http://houseofkolor.com/kolors/?ref=topnav"" target=""_blank"" >Click Here Klassic SG Mix Formulas</a><font color=""white""><br>
(NOTE: click ""Finish"", select ""Solid"")<br><br></font>
NOTE: The Digital Kolor Shapes are high resolution photographs of painted shapes. Color representation may very based on the color settings, age and performance of your Computer. We recommend painting test panels prior to finishing your masterpiece. <br><br>",""
"PBC68A","Magenta II Pearl 12oz AEROSOL",822,47.96,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"KBC16","Magenta Kandy Basecoat",67,0,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",7,"","","","",0,"",""
"KK16A","Magenta KK 12oz AEROSOL",837,35.69,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",49,"","","","",0,"",""
"MAG-16","Magnetic Guide Strip 16.5'",504,21,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"MAG-24","Magnetic Guide Strip 24.5'",504,29,0,0,0,0,0,1,1,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"",""
"GF99","Mahl Stick",269,16.95,0,0,0,0,0,0,0,0,0,0,0,"",,0,0,0,0,0,"",0,"","","","",0,"<br><br><font color=""white""></font>",""
"I-731-1","Main Body Ring KTH/KTR/TR",418,12.95,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"I-731-2","Main Body Ring Screw KTH/KTR/TR",418,4.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
"I-612-1","Main Lever ",251,9.5,0,0,0,0,0,0,1,0,0,0,0,"",,0,0,0,0,0,"",2,"","","","",0,"",""
